@relation 'OUTPUT - USER BASKET'
@attribute 'ID sesji' numeric
@attribute '/shuttle/missions/missions.html' {true, false}
@attribute '/shuttle/missions/sts-70/images/images.html' {true, false}
@attribute '/shuttle/missions/sts-71/images/images.html' {true, false}
@attribute '/shuttle/missions/sts-70/mission-sts-70.html' {true, false} 
@attribute '/htbin/cdt_clock.pl, /software/winvn/winvn.html' {true, false}
@attribute '/shuttle/resources/orbiters/endeavour.html' {true, false}
@attribute '/shuttle/technology/sts-newsref/stsref-toc.html' {true, false}
@attribute '/facilities/lc39a.html' {true, false}
@attribute '/shuttle/countdown/countdown.html' {true, false}
@attribute '/history/apollo/apollo.html' {true, false}
@attribute '/elv/elvpage.htm' {true, false}
@attribute '/shuttle/missions/sts-69/mission-sts-69.html' {true, false}
@attribute '/htbin/cdt_main.pl' {true, false}
@attribute '/images/' {true, false}
@attribute '/history/history.html' {true, false}
@attribute '/shuttle/missions/sts-70/movies/movies.html' {true, false}
@attribute '/ksc.html' {true, false}
@attribute '/' {true, false}
@attribute '/shuttle/countdown/ ' {true, false}
@attribute '/shuttle/missions/sts-71/movies/movies.html' {true, false}
@attribute '/shuttle/technology/sts-newsref/sts_asm.html' {true, false}
@attribute '/whats-new.html' {true, false}
@attribute '/htbin/wais.pl' {true, false}
@attribute '/history/apollo/apollo-11/apollo-11.html' {true, false}
@attribute '/shuttle/missions/sts-71/mission-sts-71.html' {true, false}
@attribute '/history/apollo/apollo-13/apollo-13.html' {true, false}
@attribute '/shuttle/countdown/liftoff.html' {true, false}
@data
1,false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false, false, false, false, true
2,false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false
3,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false
4,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false, true
5,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false
6,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false
7,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false, false, false
8,false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false
9,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false
10,false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false
11,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false
12,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, true, false, false, false, false, false, false, false
13,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, true, false, false, false, false, false, false, false, false
14,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false
15,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, true, false, false, false, false, false, false, false, false
16,false, false, false, true, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false
17,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false
18,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false, false
19,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true
20,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false
21,false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false
22,false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false
23,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false
24,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false
25,true, false, false, false, false, false, false, false, false, false, false, false, true, true, false, false, false, true, false, true, false, false, false, false, false, false, false, false
26,true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false
27,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false
28,false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false
29,false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false, false, false
